Date,Time,Booking ID,BookingStatus,CustomerID,VehicleType,PickupLocation,DropLocation,AvgVTAT,AvgCTAT,CancelledRidesbyCustomer,Reasonforcancelling byCustomer,CancelledRidesbyDriver,Reasonforcancelling byDriver,IncompleteRides,IncompleteRidesReason,BookingValue,RideDistance,DriverRatings,Customer Rating
07-02-2025,06:53,CNR1686815847,Incomplete,CUST73180,Auto,Richmond Town,Bellandur,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
16-02-2025,23:21,CNR3741503926,Success,CUST19087,Prime Plus,Arekere,Girinagar,6.91,9.77,NA,NA,NA,NA,NA,NA,733.06,10.88,3.3,4.2
06-02-2025,08:30,CNR3945177277,Success,CUST67191,Prime Sedan,Nagarbhavi,Bommanahalli,6.66,8.44,NA,NA,NA,NA,NA,NA,671.4,18.14,3.2,3.6
20-02-2025,14:13,CNR2014103478,Success,CUST26520,Prime Sedan,Padmanabhanagar,Horamavu,3.6,6.65,NA,NA,NA,NA,NA,NA,318.07,3.76,3.6,3.9
02-02-2025,22:16,CNR7387023598,Cancelled by Driver,CUST78022,Prime SUV,Jayanagar,Bellandur,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
15-02-2025,17:24,CNR5067936956,Success,CUST63030,eBike,Nagarbhavi,Domlur,9.77,13.41,NA,NA,NA,NA,NA,NA,838.72,16.51,4,3.3
10-02-2025,13:38,CNR2182844629,Success,CUST82968,Auto,Domlur,Yelahanka,4.45,9.44,NA,NA,NA,NA,NA,NA,366.98,13.61,4.1,3.4
12-02-2025,06:11,CNR8580816534,Success,CUST77064,Auto,Kadubeesanahalli,Bellandur,3.29,14.55,NA,NA,NA,NA,NA,NA,836.26,15.17,5,5
07-02-2025,06:49,CNR3257206447,Success,CUST75106,eBike,Laggere,Whitefield,6.28,8.08,NA,NA,NA,NA,NA,NA,284.84,1.4,4.3,4.5
18-02-2025,17:09,CNR2708037521,Success,CUST17310,Mini,Kaval Byrasandra,Indiranagar,6.92,12.35,NA,NA,NA,NA,NA,NA,934.45,16.75,3.6,5
21-02-2025,13:29,CNR3392916968,Incomplete,CUST35542,Prime SUV,Domlur,Yelahanka,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
25-02-2025,10:22,CNR8929743783,Cancelled by Customer,CUST94396,Mini,JP Nagar,Kaval Byrasandra,NA,NA,1,Wrong Address,NA,NA,NA,NA,NA,NA,0,NA
07-02-2025,13:00,CNR2559764118,Success,CUST56368,Prime SUV,Horamavu,Yelahanka,8.52,8.22,NA,NA,NA,NA,NA,NA,333.82,12.19,3.4,3.4
02-02-2025,19:05,CNR4092198541,Cancelled by Customer,CUST18898,Prime Plus,Koramangala,Girinagar,NA,NA,1,Driver asked to cancel,NA,NA,NA,NA,NA,NA,0,NA
13-02-2025,23:40,CNR4840134631,Success,CUST84200,Prime SUV,Kadubeesanahalli,Laggere,7.44,9.66,NA,NA,NA,NA,NA,NA,418.56,7.84,4.2,4.7
17-02-2025,14:26,CNR8689691489,Cancelled by Driver,CUST34262,eBike,Horamavu,Marathahalli,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
02-02-2025,08:39,CNR3749330705,Success,CUST63085,Mini,Vijayanagar,Girinagar,7.56,13.88,NA,NA,NA,NA,NA,NA,306.28,6.35,3.4,3.3
04-02-2025,15:27,CNR9041986475,Cancelled by Driver,CUST62053,Prime Plus,Cooke Town,Yeshwanthpur,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
14-02-2025,01:57,CNR9764121605,Incomplete,CUST35746,eBike,Koramangala,Yeshwanthpur,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
22-02-2025,16:05,CNR8363455551,Cancelled by Driver,CUST85037,eBike,Frazer Town,Hosur Road,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
09-02-2025,12:15,CNR4420804203,Incomplete,CUST83971,Prime Plus,Basavanagudi,Banerghatta,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
05-02-2025,06:06,CNR3671741562,Success,CUST74314,eBike,Arekere,Vijayanagar,9.01,6.87,NA,NA,NA,NA,NA,NA,368.77,18.73,3.9,3.8
23-02-2025,13:15,CNR3965978538,Success,CUST16197,Prime Sedan,Domlur,Indiranagar,8.65,7.8,NA,NA,NA,NA,NA,NA,456.7,10.26,4.2,3
08-02-2025,06:36,CNR2581819438,Success,CUST90628,Bike,Indiranagar,Ulsoor,6.32,10.74,NA,NA,NA,NA,NA,NA,1103.22,8.64,3.8,3.5
09-02-2025,15:34,CNR7127434779,Success,CUST83805,Mini,Hosur Road,Malleshwaram,4.66,14.76,NA,NA,NA,NA,NA,NA,1054.66,4.81,3.8,4
22-02-2025,16:05,CNR7741628777,Incomplete,CUST43649,Prime SUV,Kengeri,Hosur Road,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
02-02-2025,00:48,CNR1652726623,Incomplete,CUST90623,Bike,Shivajinagar,Indiranagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
10-02-2025,14:45,CNR6330970533,Cancelled by Driver,CUST45102,Prime Plus,Malleshwaram,Kengeri,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
17-02-2025,17:05,CNR1086417139,Success,CUST34233,Bike,Sarvagnanagar,Laggere,5.32,13.55,NA,NA,NA,NA,NA,NA,400.58,3.55,3.2,3.6
03-02-2025,15:36,CNR6113664415,Success,CUST18625,Prime Sedan,JP Nagar,Yeshwanthpur,5,14.31,NA,NA,NA,NA,NA,NA,798.73,7.87,4.6,3.9
21-02-2025,21:11,CNR3602179780,Success,CUST13131,eBike,Rajajinagar,Marathahalli,6.53,9.98,NA,NA,NA,NA,NA,NA,754.05,11.92,4.4,3.3
20-02-2025,02:23,CNR5197784922,Success,CUST63709,Bike,Richmond Town,KR Puram,3.58,11.45,NA,NA,NA,NA,NA,NA,250.96,11.47,4.5,3.1
13-02-2025,01:30,CNR8775990187,Success,CUST64644,Prime Plus,Yelahanka,Laggere,8.76,13.65,NA,NA,NA,NA,NA,NA,682.63,1.54,4.9,4.8
28-02-2025,05:50,CNR9781898620,Success,CUST39629,Prime Plus,Koramangala,Peenya,3.74,7.23,NA,NA,NA,NA,NA,NA,217.91,5.62,3.2,4.2
18-02-2025,12:16,CNR2144487999,Cancelled by Customer,CUST27619,eBike,Jayanagar,Laggere,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
05-02-2025,08:54,CNR4906264524,Cancelled by Driver,CUST73002,Bike,Yeshwanthpur,Nelamangala,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
23-02-2025,12:41,CNR3695695342,Incomplete,CUST30444,Prime SUV,Yelahanka,Laggere,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
12-02-2025,10:28,CNR1686063853,Success,CUST71393,Prime Sedan,Malleshwaram,Sanjay Nagar,5.6,7.16,NA,NA,NA,NA,NA,NA,131.61,1.45,3.6,4.9
06-02-2025,04:22,CNR4844727647,Success,CUST73739,Bike,Malleshwaram,Whitefield,4.63,9.37,NA,NA,NA,NA,NA,NA,863.2,17.73,3.1,3.8
24-02-2025,13:23,CNR5511274557,Success,CUST97950,Bike,MG Road,Arekere,5.86,7.04,NA,NA,NA,NA,NA,NA,232.09,11.24,4,4.5
07-02-2025,17:04,CNR6227010560,Success,CUST64074,Prime Sedan,Arekere,KR Puram,6.39,10.01,NA,NA,NA,NA,NA,NA,1156.05,5.2,3.5,4.3
01-02-2025,11:32,CNR9324968559,Success,CUST33747,Auto,Malleshwaram,Banashankari,8.03,13.24,NA,NA,NA,NA,NA,NA,811.78,3.67,4,4.1
16-02-2025,20:50,CNR2729468555,Success,CUST83605,Prime Plus,Hennur,Rajajinagar,3.56,9.89,NA,NA,NA,NA,NA,NA,1198.65,5.19,4.7,4.4
06-02-2025,03:28,CNR3154366672,Cancelled by Driver,CUST14805,Auto,Whitefield,Malleshwaram,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
17-02-2025,17:20,CNR3445890743,Success,CUST29415,Prime Plus,Banerghatta,Banashankari,9.73,13.18,NA,NA,NA,NA,NA,NA,368.55,13.27,3.6,4.6
21-02-2025,19:05,CNR5705751563,Success,CUST92581,eBike,Yelahanka,Attiguppe,9.88,8.22,NA,NA,NA,NA,NA,NA,851.18,6.49,4.5,4
12-02-2025,03:10,CNR9628284432,Success,CUST94054,Mini,Shivajinagar,Jayanagar,9.16,7.94,NA,NA,NA,NA,NA,NA,747.33,15.53,3.9,4.7
24-02-2025,23:14,CNR1396680992,Success,CUST93121,Bike,Kadubeesanahalli,Banashankari,7.43,6.38,NA,NA,NA,NA,NA,NA,487.83,5.66,3.1,4.3
22-02-2025,18:56,CNR8913714703,Success,CUST21116,Mini,Hennur,Whitefield,7.36,6.27,NA,NA,NA,NA,NA,NA,721.88,8.35,3.3,3.5
06-02-2025,06:57,CNR3101731044,Cancelled by Customer,CUST73504,eBike,Hennur,Electronic City,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
05-02-2025,06:20,CNR5448763348,Cancelled by Driver,CUST96251,Prime Plus,Kengeri,Cooke Town,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
08-02-2025,10:39,CNR9362912488,Cancelled by Driver,CUST46097,Prime Plus,Banerghatta,Electronic City,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
15-02-2025,04:33,CNR4200168114,Success,CUST28338,Mini,Kaval Byrasandra,Electronic City,4.1,7.69,NA,NA,NA,NA,NA,NA,628.73,9.53,3.8,4.3
03-02-2025,14:14,CNR2501056823,Success,CUST59524,Prime Plus,Kengeri,Banashankari,9.92,8.88,NA,NA,NA,NA,NA,NA,134.04,1.83,3.5,4.1
21-02-2025,23:22,CNR2562358264,Success,CUST40013,eBike,Hebbal,RT Nagar,4.06,9,NA,NA,NA,NA,NA,NA,177.46,11.77,3.5,3.2
04-02-2025,09:30,CNR7377740508,Cancelled by Driver,CUST33068,Bike,Horamavu,Ulsoor,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
14-02-2025,12:24,CNR7360421327,Success,CUST65253,Auto,Padmanabhanagar,Sarvagnanagar,6.69,7.62,NA,NA,NA,NA,NA,NA,567.58,19.72,3.9,3.8
01-02-2025,01:23,CNR4560047282,Cancelled by Driver,CUST62739,Bike,Magadi Road,HSR Layout,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
20-02-2025,08:15,CNR1278591405,Success,CUST33945,Prime Sedan,Frazer Town,Horamavu,7.23,10.19,NA,NA,NA,NA,NA,NA,389.2,4.38,3.7,4.2
02-02-2025,04:04,CNR4757314677,Success,CUST63907,Prime SUV,Hebbal,Arekere,6.63,10.18,NA,NA,NA,NA,NA,NA,375.09,6.96,3.7,3.6
05-02-2025,19:45,CNR1835597902,Success,CUST35088,eBike,HSR Layout,Kaval Byrasandra,9.32,14.07,NA,NA,NA,NA,NA,NA,983.97,14.13,4,4.4
02-02-2025,23:11,CNR9512020610,Incomplete,CUST22437,Mini,RT Nagar,Hennur,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
01-02-2025,11:55,CNR2040875373,Incomplete,CUST48293,Mini,Jayanagar,BTM Layout,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
21-02-2025,17:08,CNR5095296576,Incomplete,CUST25405,Bike,Kadubeesanahalli,Nelamangala,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
04-02-2025,12:11,CNR2472739622,Success,CUST67711,Prime SUV,KR Puram,Bellandur,7.91,9.07,NA,NA,NA,NA,NA,NA,961.07,1.2,3.4,3.9
24-02-2025,23:52,CNR1396789563,Success,CUST76649,eBike,Nelamangala,Jayanagar,5.18,6.15,NA,NA,NA,NA,NA,NA,343.55,6.33,4.4,3.2
15-02-2025,21:28,CNR4841906573,Cancelled by Driver,CUST53701,Prime Sedan,Hosur Road,Vijayanagar,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
27-02-2025,09:31,CNR2833044455,Cancelled by Driver,CUST42246,Mini,Frazer Town,Yelahanka,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
05-02-2025,00:49,CNR6550772639,Success,CUST72836,Prime Sedan,Magadi Road,Jayanagar,5.82,8.65,NA,NA,NA,NA,NA,NA,325.97,6.1,3.6,3.6
24-02-2025,17:32,CNR3195176308,Incomplete,CUST83694,Prime SUV,Sarvagnanagar,Arekere,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
20-02-2025,21:06,CNR2062526610,Cancelled by Customer,CUST83899,Bike,Bellandur,MG Road,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
19-02-2025,06:06,CNR4915310490,Cancelled by Driver,CUST10413,Prime Sedan,Hennur,Sarjapur,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
26-02-2025,10:27,CNR9301168656,Success,CUST12632,Prime Plus,Electronic City,Koramangala,9.27,6.68,NA,NA,NA,NA,NA,NA,497.39,12.26,4,3.5
25-02-2025,18:21,CNR3029740765,Incomplete,CUST47910,Prime Plus,Koramangala,Peenya,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
05-02-2025,20:13,CNR6271466349,Cancelled by Customer,CUST68057,Auto,Banerghatta,MG Road,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
05-02-2025,23:38,CNR8727123775,Success,CUST75024,Prime Sedan,Whitefield,Electronic City,7.62,6.44,NA,NA,NA,NA,NA,NA,1475.76,16.1,4.4,3.1
01-02-2025,13:26,CNR6919006026,Cancelled by Customer,CUST73095,Prime Sedan,MG Road,Frazer Town,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
05-02-2025,22:56,CNR5995338238,Success,CUST43793,Auto,Yelahanka,Whitefield,8.61,8.01,NA,NA,NA,NA,NA,NA,456.83,6.47,3,3
10-02-2025,22:25,CNR9647286882,Cancelled by Driver,CUST96830,Bike,Basavanagudi,Whitefield,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
03-02-2025,04:59,CNR2716813756,Incomplete,CUST59181,Prime SUV,Nagarbhavi,Jakkur,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
03-02-2025,00:09,CNR8483903643,Incomplete,CUST57988,Bike,Hosur Road,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
28-02-2025,20:20,CNR2849366189,Cancelled by Driver,CUST84610,Mini,Vijayanagar,Hennur,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
24-02-2025,08:24,CNR6793355976,Success,CUST34515,Prime Sedan,Rajajinagar,Bellandur,5.5,14.7,NA,NA,NA,NA,NA,NA,903.37,18.36,4.7,3.7
28-02-2025,20:14,CNR5444572747,Success,CUST30787,Bike,Koramangala,MG Road,9.77,11.92,NA,NA,NA,NA,NA,NA,267.29,5.85,4.2,3.6
12-02-2025,22:53,CNR6938682547,Success,CUST19353,Prime SUV,Domlur,Koramangala,7.52,14.8,NA,NA,NA,NA,NA,NA,403.9,5.93,3.9,3.2
10-02-2025,00:41,CNR7981503466,Success,CUST87324,Prime Sedan,Arekere,Kengeri,8.01,6.95,NA,NA,NA,NA,NA,NA,785.75,19.56,4,4.7
25-02-2025,19:59,CNR7252846058,Success,CUST71142,Auto,Whitefield,Hosur Road,8.52,6.14,NA,NA,NA,NA,NA,NA,133.8,4.72,4.8,4.8
08-02-2025,01:01,CNR6545339332,Success,CUST80672,Prime SUV,JP Nagar,Ulsoor,6.42,9.75,NA,NA,NA,NA,NA,NA,824.8,12.9,4.1,4.7
23-02-2025,18:06,CNR4846537214,Success,CUST80748,eBike,Laggere,RT Nagar,9.84,14.82,NA,NA,NA,NA,NA,NA,415.91,1.24,3.2,4
20-02-2025,13:47,CNR3440226461,Success,CUST48626,Prime Sedan,Frazer Town,Peenya,7.67,8.77,NA,NA,NA,NA,NA,NA,339.54,14.21,4.4,3.4
25-02-2025,17:01,CNR7568320928,Success,CUST71855,eBike,Basavanagudi,Indiranagar,5.44,6.24,NA,NA,NA,NA,NA,NA,409.25,4.41,4.6,4.2
20-02-2025,03:12,CNR3885389347,Success,CUST39345,eBike,KR Puram,Nelamangala,8.49,10.62,NA,NA,NA,NA,NA,NA,451.31,4.92,3.1,4
21-02-2025,06:51,CNR4248873464,Success,CUST42799,Prime Sedan,Magadi Road,Banashankari,7.1,11.6,NA,NA,NA,NA,NA,NA,375.7,4.28,3.4,3
19-02-2025,04:55,CNR8346245894,Success,CUST76250,Prime SUV,Laggere,Vijayanagar,6.11,6.63,NA,NA,NA,NA,NA,NA,929.95,1.16,3.5,3.1
27-02-2025,19:21,CNR5110089695,Incomplete,CUST87761,eBike,Rajajinagar,Sanjay Nagar,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
25-02-2025,12:13,CNR3603061462,Success,CUST89866,Auto,BTM Layout,Domlur,5.15,5.66,NA,NA,NA,NA,NA,NA,416.45,8.9,3.8,4.2
22-02-2025,02:00,CNR7637014046,Success,CUST66668,Prime SUV,Vijayanagar,Horamavu,8.66,10.37,NA,NA,NA,NA,NA,NA,615.9,18.09,4.1,4.1
13-02-2025,06:57,CNR2765225750,Success,CUST17258,Prime Sedan,Indiranagar,Hosur Road,4.21,8.58,NA,NA,NA,NA,NA,NA,683.25,19.8,4.8,3.8
19-02-2025,12:44,CNR7065995565,Success,CUST72554,Prime Sedan,KR Puram,Jakkur,8.2,8.69,NA,NA,NA,NA,NA,NA,179.62,3.71,3.3,4.5
13-02-2025,16:42,CNR3662794421,Success,CUST58223,Prime SUV,Padmanabhanagar,Kadubeesanahalli,3.58,9.08,NA,NA,NA,NA,NA,NA,326.77,10.12,3.8,4.2
24-02-2025,05:58,CNR6051509449,Success,CUST65593,Prime Plus,Jakkur,Indiranagar,5.4,9.08,NA,NA,NA,NA,NA,NA,310.33,19.77,3.3,4.2
03-02-2025,07:11,CNR1937933872,Success,CUST45749,eBike,Koramangala,Yeshwanthpur,4.32,12.56,NA,NA,NA,NA,NA,NA,215.95,2.88,3.5,3.2
04-02-2025,18:16,CNR1593694601,Incomplete,CUST42936,Mini,Frazer Town,Domlur,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
19-02-2025,19:09,CNR6728222869,Cancelled by Driver,CUST11280,Prime Sedan,Sarvagnanagar,Indiranagar,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
17-02-2025,09:32,CNR6524053275,Success,CUST38473,eBike,Koramangala,HSR Layout,3.73,9.11,NA,NA,NA,NA,NA,NA,350.1,17.61,3.2,3.3
09-02-2025,21:17,CNR9224455879,Success,CUST70330,Prime Plus,Basavanagudi,Yeshwanthpur,4.9,8.1,NA,NA,NA,NA,NA,NA,1083.98,10.93,3.5,4.6
19-02-2025,14:48,CNR6764184606,Success,CUST38233,Prime Plus,Hennur,Rajajinagar,7.71,6.5,NA,NA,NA,NA,NA,NA,993.15,9.46,4.9,3
07-02-2025,17:13,CNR9431432001,Success,CUST63073,Prime Sedan,Arekere,Hosur Road,7.52,11.32,NA,NA,NA,NA,NA,NA,441.85,8.55,4.2,3.8
17-02-2025,09:21,CNR6125799236,Success,CUST73374,Prime Sedan,Shivajinagar,Peenya,7.87,6.69,NA,NA,NA,NA,NA,NA,101.64,19.72,4,4.2
16-02-2025,03:47,CNR3858152777,Success,CUST86121,Auto,Banerghatta,Malleshwaram,6.81,13.56,NA,NA,NA,NA,NA,NA,862.26,2.7,4.7,4.4
18-02-2025,07:13,CNR3515936759,Incomplete,CUST51579,Prime Plus,Yelahanka,Laggere,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
26-02-2025,09:24,CNR6860181434,Success,CUST83164,Prime SUV,Padmanabhanagar,Jayanagar,4.37,14.8,NA,NA,NA,NA,NA,NA,356.68,15.46,4.2,4
27-02-2025,22:58,CNR6155366227,Success,CUST49869,eBike,KR Puram,Richmond Town,8.64,11.42,NA,NA,NA,NA,NA,NA,409.26,7.55,3,4
28-02-2025,09:06,CNR9474187706,Success,CUST74694,eBike,Attiguppe,KR Puram,6.26,13.24,NA,NA,NA,NA,NA,NA,684.76,5.17,4,3.3
21-02-2025,04:00,CNR6438257358,Cancelled by Driver,CUST71040,Prime Sedan,Hebbal,Koramangala,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
25-02-2025,04:27,CNR1437562667,Cancelled by Driver,CUST33708,Prime SUV,Bellandur,Yelahanka,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
26-02-2025,23:48,CNR2976469760,Success,CUST45055,Prime Plus,Vijayanagar,MG Road,9.63,11.84,NA,NA,NA,NA,NA,NA,142.54,11.69,4.2,4.7
03-02-2025,22:41,CNR2844055520,Success,CUST54076,eBike,HSR Layout,Padmanabhanagar,8.6,13.9,NA,NA,NA,NA,NA,NA,105.95,8.65,3.3,3.3
07-02-2025,04:50,CNR6909108502,Success,CUST82559,Prime Plus,Girinagar,Electronic City,3.55,8.3,NA,NA,NA,NA,NA,NA,1413.6,3.16,4.8,4.9
05-02-2025,05:22,CNR8822767850,Incomplete,CUST80529,Bike,Bellandur,Horamavu,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
20-02-2025,04:34,CNR8290705566,Success,CUST91154,Bike,Rajajinagar,Bommanahalli,9.87,11.51,NA,NA,NA,NA,NA,NA,404.44,13.62,4.9,3.7
19-02-2025,12:41,CNR7153345848,Incomplete,CUST53850,Bike,Vijayanagar,Nelamangala,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
02-02-2025,08:40,CNR9273906640,Incomplete,CUST52900,Prime Plus,Bannerghatta Road,Banashankari,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
16-02-2025,19:25,CNR4502881097,Success,CUST55804,eBike,Banerghatta,Yelahanka,9.67,8.17,NA,NA,NA,NA,NA,NA,601.88,19.59,5,3.6
20-02-2025,23:05,CNR6510795832,Cancelled by Driver,CUST83993,Mini,Yelahanka,Whitefield,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
23-02-2025,23:13,CNR3096540772,Cancelled by Driver,CUST36667,eBike,Domlur,Nagarbhavi,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
02-02-2025,20:33,CNR6649776932,Success,CUST83543,Auto,Marathahalli,Jakkur,7.53,5.41,NA,NA,NA,NA,NA,NA,491.98,2.99,5,4.3
25-02-2025,22:05,CNR5448886568,Success,CUST65074,eBike,RT Nagar,Sanjay Nagar,8.06,12.61,NA,NA,NA,NA,NA,NA,112.6,10.05,3.5,4.6
14-02-2025,22:15,CNR1155105222,Success,CUST58980,eBike,KR Puram,Padmanabhanagar,4.03,11.23,NA,NA,NA,NA,NA,NA,225.49,12.03,3.2,4.1
23-02-2025,23:38,CNR1438569596,Cancelled by Customer,CUST85705,Bike,Banashankari,Basavanagudi,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
22-02-2025,11:23,CNR5891617823,Success,CUST90700,eBike,Padmanabhanagar,Indiranagar,4.01,5.84,NA,NA,NA,NA,NA,NA,540.99,4.69,3.8,3.5
24-02-2025,22:58,CNR2699979379,Success,CUST37335,eBike,Domlur,Kaval Byrasandra,8.79,7.84,NA,NA,NA,NA,NA,NA,439.42,4.17,3.9,3.6
09-02-2025,04:10,CNR5351580640,Cancelled by Driver,CUST85176,Prime SUV,KR Puram,Koramangala,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
04-02-2025,15:17,CNR6802735501,Success,CUST54436,Bike,Hebbal,Attiguppe,4.05,11.17,NA,NA,NA,NA,NA,NA,994.68,7.84,3.5,3.1
19-02-2025,02:53,CNR8662110949,Success,CUST47424,Prime Sedan,Ulsoor,Vijayanagar,5.68,13.7,NA,NA,NA,NA,NA,NA,441.37,16.63,3.3,4.3
10-02-2025,21:24,CNR9240630247,Success,CUST77798,Prime Sedan,Nagarbhavi,Yelahanka,8.43,10.13,NA,NA,NA,NA,NA,NA,266.59,4.18,3,4.2
16-02-2025,12:10,CNR6757697832,Cancelled by Driver,CUST36520,Bike,Koramangala,Malleshwaram,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
26-02-2025,12:20,CNR7568577100,Success,CUST95656,Bike,Sanjay Nagar,Yeshwanthpur,5.45,13.41,NA,NA,NA,NA,NA,NA,983.22,2.09,4.2,4.3
01-02-2025,07:36,CNR8926473175,Cancelled by Driver,CUST32758,Prime SUV,Rajajinagar,JP Nagar,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
05-02-2025,05:25,CNR7609426299,Cancelled by Driver,CUST17588,Bike,Yeshwanthpur,Arekere,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
24-02-2025,23:55,CNR4770737694,Cancelled by Customer,CUST22739,eBike,Hosur Road,Girinagar,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
21-02-2025,12:38,CNR1347642834,Incomplete,CUST93017,Mini,Padmanabhanagar,Jakkur,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
07-02-2025,11:12,CNR7588010394,Success,CUST51851,Mini,HSR Layout,Domlur,9.17,7.66,NA,NA,NA,NA,NA,NA,607.91,15.77,4.1,4.3
01-02-2025,15:04,CNR6131688518,Success,CUST58752,Prime Sedan,Sanjay Nagar,Girinagar,9.97,14.9,NA,NA,NA,NA,NA,NA,417.14,5.2,4.9,3.7
28-02-2025,07:56,CNR9707935900,Cancelled by Driver,CUST29854,Mini,Nelamangala,Banashankari,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
21-02-2025,15:56,CNR7944435322,Success,CUST51471,Mini,Attiguppe,Kaval Byrasandra,9.22,8.99,NA,NA,NA,NA,NA,NA,439.15,14.16,4.3,4.4
06-02-2025,03:48,CNR6123295703,Success,CUST50104,Prime Plus,Shivajinagar,Yelahanka,6.34,11.98,NA,NA,NA,NA,NA,NA,369.76,5.89,4.6,3.7
14-02-2025,05:51,CNR3999689782,Success,CUST87187,Bike,Hennur,Nelamangala,7.13,6.1,NA,NA,NA,NA,NA,NA,1417.5,7.23,4.8,4.6
28-02-2025,20:52,CNR5130086907,Success,CUST64284,eBike,Attiguppe,Kadubeesanahalli,8.64,13.46,NA,NA,NA,NA,NA,NA,421.82,17.63,3.1,4.2
09-02-2025,16:13,CNR6324140951,Incomplete,CUST16012,Prime Sedan,Peenya,BTM Layout,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
12-02-2025,00:43,CNR2187178173,Cancelled by Driver,CUST29158,Mini,Magadi Road,Whitefield,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
18-02-2025,20:11,CNR1359666292,Success,CUST87339,eBike,Jakkur,Peenya,3.93,11.71,NA,NA,NA,NA,NA,NA,466.47,12.71,4.5,3.8
10-02-2025,15:23,CNR6278360139,Cancelled by Driver,CUST32717,eBike,Nelamangala,Malleshwaram,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
